Season,Name,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,playerId
2021,"Mike Ford","NYY",10,12,10,1,1,0,0,0,0,1,1,0,4,1,0,0,1,0,0,0.1,15585
2021,"Dominic Smith","NYM",50,81,72,25,17,6,0,2,2,15,6,0,17,1,2,0,1,0,0,0.34722222,15653
2021,"Billy McKinney","2 Tms",32,46,42,8,4,3,0,1,1,2,4,0,18,0,0,0,0,0,0,0.19047619,15654
2021,"Austin Meadows","TBR",60,128,109,23,16,6,0,1,1,15,12,0,29,3,4,0,1,0,0,0.21100917,15672
2021,"Reese McGuire","TOR",17,23,22,2,1,1,0,0,0,0,1,0,8,0,0,0,0,0,0,0.09090909,15674
2021,"Rowdy Tellez","2 Tms",22,26,23,6,5,0,0,1,1,1,1,0,7,2,0,0,0,0,0,0.26086957,15679
2021,"Chance Sisco","BAL",8,9,8,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0.125,15694
2021,"Tyler Wade","NYY",16,28,27,9,8,0,1,0,0,1,1,0,7,0,0,0,1,0,0,0.33333333,15730
2021,"Jose Marmolejos","SEA",7,9,7,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,15767
2021,"Jose Godoy","SEA",3,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,15808
2021,"Kean Wong","LAA",4,5,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.25,15994
2021,"Cody Bellinger","LAD",24,42,35,5,4,0,0,1,1,3,7,0,6,0,0,0,1,0,0,0.14285714,15998
2021,"Mark Payton","CIN",3,4,4,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,16042
2021,"Brandon Woodruff","MIL",4,7,6,1,1,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0.16666667,16162
2021,"Derek Fisher","MIL",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16192
2021,"Bradley Zimmer","CLE",21,36,32,7,7,0,0,0,0,2,3,0,13,1,0,0,0,0,0,0.21875,16221
2021,"Kyle Freeland","COL",4,6,5,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.2,16256
2021,"Nick Gordon","MIN",9,14,13,3,3,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0.23076923,16337
2021,"Michael Conforto","NYM",38,61,47,7,6,1,0,0,0,3,10,0,21,4,0,0,3,0,0,0.14893617,16376
2021,"Jason Martin","TEX",9,12,12,1,1,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0.08333333,16429
2021,"Ryan O'Hearn","KCR",11,17,17,3,3,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0.17647059,16442
2021,"Luis Guillorme","NYM",15,19,16,5,5,0,0,0,0,0,2,0,4,0,0,1,0,0,0,0.3125,16451
2021,"Kyle Schwarber","WSN",48,93,75,18,13,3,0,2,2,6,14,0,30,3,1,0,2,0,0,0.24,16478
2021,"Shed Long Jr.","SEA",18,47,45,8,4,2,1,1,1,6,1,0,13,0,0,1,1,0,0,0.17777778,16542
2021,"Austin Gomber","COL",9,16,13,2,2,0,0,0,0,0,1,0,7,0,0,2,1,0,0,0.15384615,16561
2021,"Jason Vosler","SFG",6,7,7,2,1,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0.28571429,16686
2021,"Brian O'Grady","SDP",3,3,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,16729
2021,"Colin Moran","PIT",26,38,33,6,4,2,0,0,0,2,3,0,12,2,0,0,0,0,0,0.18181818,16909
2021,"Sean Newcomb","ATL",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16943
2021,"Magneuris Sierra","MIA",18,24,24,7,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.29166667,17023
2021,"Alex Verdugo","BOS",54,123,116,23,20,2,0,1,1,8,6,0,21,1,0,0,5,0,0,0.19827586,17027
2021,"Pablo Lopez","MIA",11,14,14,1,0,1,0,0,0,0,0,0,5,0,0,0,1,0,0,0.07142857,17085
2021,"Dustin Fowler","PIT",7,7,7,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0.14285714,17098
2021,"Bobby Bradley","CLE",24,43,34,7,1,2,0,4,4,8,6,0,16,3,0,0,0,0,0,0.20588235,17278
2021,"Justus Sheffield","SEA",1,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,17285
2021,"Rafael Devers","BOS",63,134,119,29,20,6,0,3,3,17,10,0,26,4,1,0,2,0,0,0.24369748,17350
2021,"JT Riddle","MIN",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17642
2021,"Vimael Machin","OAK",4,6,5,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,17684
2021,"Matt Beaty","LAD",10,13,11,2,2,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0.18181818,17710
2021,"Steven Duggar","SFG",22,33,27,7,5,1,0,1,1,4,6,0,13,0,0,0,0,0,0,0.25925926,17719
2021,"Max Schrock","CIN",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17750
2021,"DJ Stewart","BAL",22,39,36,8,8,0,0,0,0,3,3,0,13,0,0,0,2,0,0,0.22222222,17766
2021,"Willie Calhoun","TEX",27,51,47,11,8,2,0,1,1,4,2,0,3,2,0,0,2,0,0,0.23404255,17838
2021,"Andrew Benintendi","KCR",41,78,72,18,13,3,0,2,2,13,4,0,15,1,1,0,1,0,0,0.25,17901
2021,"Isan Diaz","MIA",27,48,41,5,5,0,0,0,0,1,5,2,12,1,1,0,0,0,0,0.12195122,17922
2021,"Cedric Mullins","BAL",56,130,119,37,24,8,0,5,5,11,9,0,23,2,0,0,0,0,0,0.31092437,17929
2021,"Andrew Stevenson","WSN",13,18,16,4,3,0,0,1,1,5,1,0,2,0,1,0,1,0,0,0.25,17932
2021,"Sam Hilliard","COL",8,9,8,2,1,0,0,1,1,1,1,0,4,0,0,0,0,0,0,0.25,17954
2021,"Jake Cronenworth","SDP",64,112,99,29,19,6,1,3,3,10,9,0,16,2,0,0,1,0,0,0.29292929,18036
2021,"Garrett Stubbs","HOU",1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33333333,18067
2021,"Austin Allen","OAK",1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18083
2021,"LaMonte Wade Jr","SFG",12,15,13,0,0,0,0,0,0,0,1,0,5,1,0,0,1,0,0,0,18126
2021,"Ka'ai Tom","2 Tms",21,33,24,5,4,0,0,1,1,4,8,0,5,0,1,0,0,0,0,0.20833333,18136
2021,"Patrick Mazeika","NYM",4,6,6,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,18142
2021,"Seth Brown","OAK",16,17,14,2,1,0,0,1,1,1,3,0,4,0,0,0,0,0,0,0.14285714,18171
2021,"Edwin Rios","LAD",6,12,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,18316
2021,"Alex Young","ARI",2,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,18333
2021,"Kyle Tucker","HOU",56,126,115,27,16,5,0,6,6,24,8,0,15,0,3,0,1,0,0,0.23478261,18345
2021,"Lewin Diaz","MIA",4,5,5,1,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0.2,18365
2021,"Travis Blankenhorn","NYM",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18395
2021,"Trent Grisham","SDP",38,73,61,16,11,1,1,3,3,16,10,0,15,2,0,0,4,0,0,0.26229508,18564
2021,"Luis Arraez","MIN",33,68,58,13,10,2,1,0,0,5,10,0,11,0,0,0,1,0,0,0.22413793,18568
2021,"Jared Walsh","LAA",56,121,117,20,10,3,0,7,7,22,4,0,37,0,0,0,2,0,0,0.17094017,18607
2021,"Josh Naylor","CLE",47,90,83,16,12,3,0,1,1,5,5,0,21,1,0,0,2,0,0,0.19277108,18839
2021,"Brandon Lowe","TBR",55,106,95,12,6,1,0,5,5,11,9,0,42,1,1,0,0,0,0,0.12631579,18882
2021,"Estevan Florial","NYY",1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19151
2021,"Zack Collins","CHW",25,43,39,6,4,1,0,1,1,5,3,0,19,0,0,1,0,0,0,0.15384615,19181
2021,"Cole Irvin","OAK",2,4,3,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.33333333,19244
2021,"Cavan Biggio","TOR",40,64,55,10,7,3,0,0,0,4,7,0,22,0,1,1,0,0,0,0.18181818,19252
2021,"Jake Fraley","SEA",29,58,46,9,7,1,0,1,1,6,12,0,21,0,0,0,0,0,0,0.19565217,19260
2021,"Taylor Widener","ARI",1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19266
2021,"Donovan Walton","SEA",8,16,16,3,0,2,0,1,1,1,0,0,2,0,0,0,0,0,0,0.1875,19314
2021,"Joey Lucchesi","NYM",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19320
2021,"Jose Rojas","LAA",22,37,33,9,3,4,0,2,2,4,3,0,9,1,0,0,0,0,0,0.27272727,19331
2021,"Yadiel Hernandez","WSN",13,19,17,3,2,0,0,1,1,1,2,0,9,0,0,0,0,0,0,0.17647059,19334
2021,"Nicky Lopez","KCR",32,54,46,13,10,2,1,0,0,7,4,0,7,0,2,2,0,0,0,0.2826087,19339
2021,"Luke Raley","LAD",10,15,14,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,19354
2021,"Zach McKinstry","LAD",24,45,41,10,6,3,0,1,1,9,4,1,12,0,0,0,0,0,0,0.24390244,19392
2021,"Jon Duplantier","ARI",1,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,19546
2021,"Yordan Alvarez","HOU",57,133,118,35,22,9,0,4,4,22,10,0,37,3,2,0,2,0,0,0.29661017,19556
2021,"Nate Lowe","TEX",62,132,116,32,23,6,1,2,2,12,16,0,36,0,0,0,4,0,0,0.27586207,19566
2021,"Nick Heath","ARI",6,9,8,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,19577
2021,"Luis Barrera","OAK",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19615
2021,"Daniel Johnson","CLE",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19643
2021,"Zach Reks","LAD",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19667
2021,"Josh Rojas","ARI",47,94,82,21,11,6,0,4,4,7,10,0,29,0,0,0,0,0,0,0.25609756,19734
2021,"Shohei Ohtani","LAA",54,123,112,30,10,6,3,11,11,21,8,0,38,2,1,0,0,0,0,0.26785714,19755
2021,"Josh Palacios","TOR",4,6,5,2,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0.4,19818
2021,"Tucker Davidson","ATL",1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,19871
2021,"Adam Haseley","PHI",3,6,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.16666667,19878
2021,"Pavin Smith","ARI",51,91,81,18,13,3,1,1,1,10,9,0,19,0,1,0,2,0,0,0.22222222,19892
2021,"Gavin Sheets","CHW",6,9,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,19901
2021,"Jesus Sanchez","MIA",15,30,28,8,6,1,0,1,1,2,2,0,9,0,0,0,0,0,0,0.28571429,19913
2021,"Daulton Varsho","ARI",13,27,23,3,1,1,0,1,1,2,4,1,7,0,0,0,0,0,0,0.13043478,19918
2021,"Andres Gimenez","CLE",10,17,17,3,1,1,0,1,1,3,0,0,4,0,0,0,0,0,0,0.17647059,19950
2021,"Khalil Lee","NYM",2,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,19952
2021,"Gavin Lux","LAD",45,80,70,10,8,2,0,0,0,2,9,0,22,0,1,0,0,0,0,0.14285714,19955
2021,"Mickey Moniak","PHI",5,7,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,19956
2021,"Taylor Trammell","SEA",32,60,51,5,2,2,0,1,1,4,6,0,26,1,0,2,0,0,0,0.09803922,19960
2021,"Juan Soto","WSN",61,121,102,24,15,2,0,7,7,18,19,2,23,0,0,0,5,0,0,0.23529412,20123
2021,"Ben Rortvedt","MIN",12,18,16,2,1,0,0,1,1,1,1,0,4,0,0,1,0,0,0,0.125,20287
2021,"David Peterson","NYM",3,4,3,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,20302
2021,"Alex Kirilloff","MIN",36,70,67,19,12,4,0,3,3,11,3,0,14,0,0,0,0,0,0,0.28358209,20325
2021,"Luis Gonzalez","CHW",1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20332
2021,"Bruce Zimmermann","BAL",2,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,20370
2021,"Luis Garcia","WSN",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20391
2021,"Jazz Chisholm Jr.","MIA",43,91,86,23,13,5,1,4,4,9,4,0,33,1,0,0,0,0,0,0.26744186,20454
2021,"Scott Hurst","STL",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20501
2021,"Jose Devers","MIA",6,7,6,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.16666667,20540
2021,"Lars Nootbaar","STL",6,8,6,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,21454
2021,"Trevor Larnach","MIN",32,65,60,12,9,1,0,2,2,7,4,0,21,0,1,0,2,0,0,0.2,21501
2021,"Reiss Knehr","SDP",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21541
2021,"Kyle Isbel","KCR",4,6,6,3,3,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0.5,21614
2021,"Nick Maton","PHI",26,41,40,13,9,2,0,2,2,5,1,0,15,0,0,0,0,0,0,0.325,21635
2021,"Akil Baddoo","DET",31,52,46,7,7,0,0,0,0,3,5,0,18,0,1,0,0,0,0,0.15217391,22168
2021,"Paul Campbell","MIA",2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,22248
2021,"Trevor Rogers","MIA",6,8,6,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,22286
2021,"Jarred Kelenic","SEA",15,34,34,5,5,0,0,0,0,1,0,0,13,0,0,0,0,0,0,0.14705882,22558
2021,"Tucupita Marcano","SDP",7,11,9,2,2,0,0,0,0,1,2,0,2,0,0,0,1,0,0,0.22222222,22871
2021,"Jarren Duran","BOS",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24617
2021,"Alex Vesia","LAD",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25007
2021,"Sammy Long","SFG",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25379
2021,"Kwang Hyun Kim","STL",4,5,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,27458
2021,"Yoshi Tsutsugo","2 Tms",15,20,18,2,1,1,0,0,0,0,2,0,9,0,0,0,0,0,0,0.11111111,27459
2021,"Shogo Akiyama","CIN",10,13,10,3,3,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0.3,27461